CHROM	Start	End	Strand	GeneID
chr12	92770637	92929295	-	ENSG00000102189
chr12	93377925	93408146	+	ENSG00000173598
chr12	93405684	93441947	-	ENSG00000177889
chr12	93467514	93516214	+	ENSG00000198015
chr12	93572675	93576745	+	ENSG00000120833
chr12	93677375	93850756	+	ENSG00000169372
chr12	94148577	94307675	+	ENSG00000136040
chr12	94307698	94459867	-	ENSG00000173588
chr12	94567122	94650557	-	ENSG00000057704
chr12	94971333	95003697	-	ENSG00000184752
chr12	95020229	95073618	-	ENSG00000120798
chr12	95076749	95217467	-	ENSG00000180263
chr12	95217807	95302799	+	ENSG00000028203
chr12	95474152	95515839	+	ENSG00000111142
chr12	95516560	95551476	-	ENSG00000136014
chr12	95657807	95790764	-	ENSG00000074527
chr12	95858952	95866140	+	ENSG00000139343
chr12	95867048	95942614	-	ENSG00000165972
chr12	95943331	95968720	+	ENSG00000139344
chr12	95972662	95996344	-	ENSG00000084110
chr12	96000753	96035587	-	ENSG00000111144
chr12	96194375	96269824	+	ENSG00000111145
chr12	96278261	96400439	-	ENSG00000059758
chr12	96489577	96875555	+	ENSG00000188596
chr12	96907257	96953780	+	ENSG00000139350
chr12	98515590	98550351	+	ENSG00000120802
chr12	98593686	98606367	+	ENSG00000075415
chr12	98624249	98644788	-	ENSG00000166130
chr12	98645290	98735433	+	ENSG00000120868
chr12	98743974	99984936	-	ENSG00000185046
chr12	99647753	99650114	+	ENSG00000180219
chr12	100037072	100142874	-	ENSG00000111647
chr12	100200815	100224424	+	ENSG00000075089
chr12	100240062	100267079	-	ENSG00000166153
chr12	100267177	100341715	+	ENSG00000136021
chr12	100357074	100422055	+	ENSG00000179520
chr12	100473866	100564414	+	ENSG00000012504
chr12	100573684	100628288	+	ENSG00000139354
chr12	100794776	101128629	+	ENSG00000151572
chr12	101155493	101210238	-	ENSG00000256870
chr12	101280105	101386618	+	ENSG00000120800
chr12	101393116	101407772	-	ENSG00000120805
chr12	101475336	101486997	+	ENSG00000166211
chr12	101594971	101686028	+	ENSG00000196091
chr12	101697640	101729074	+	ENSG00000111666
chr12	101728648	101739462	-	ENSG00000139351
chr12	101745499	101830959	-	ENSG00000111670
chr12	101877580	101923612	+	ENSG00000136048
chr12	102012840	102061991	-	ENSG00000120860
chr12	102073103	102120114	-	ENSG00000075188
chr12	102120183	102197520	+	ENSG00000185480
chr12	102196459	102197833	-	ENSG00000183395
chr12	102395874	102480563	-	ENSG00000017427
chr12	102836889	102917244	-	ENSG00000171759
chr12	102957674	102960513	+	ENSG00000139352
chr12	103301955	103495968	-	ENSG00000179088
chr12	103587273	103766719	+	ENSG00000136011
chr12	103772310	103841234	-	ENSG00000111696
chr12	103930410	103947926	+	ENSG00000166598
chr12	103950194	103957215	-	ENSG00000204954
chr12	103965872	103988874	+	ENSG00000139372
chr12	103988987	104050187	-	ENSG00000120820
chr12	104064531	104106524	+	ENSG00000111727
chr12	104117086	104138210	-	ENSG00000120837
chr12	104215779	104350307	+	ENSG00000198431
chr12	104303739	104305205	+	ENSG00000255150
chr12	104456948	104762014	+	ENSG00000171310
chr12	104801801	104958290	-	ENSG00000136052
chr12	104986316	105017625	+	ENSG00000151131
chr12	105019790	105084458	-	ENSG00000136010
chr12	105107731	105169130	+	ENSG00000136051
chr12	105173300	105236174	-	ENSG00000136044
chr12	105330691	105371518	+	ENSG00000235162
chr12	106063345	106138954	-	ENSG00000074590
chr12	106237881	106248020	-	ENSG00000136026
chr12	106302733	106347003	+	ENSG00000166046
chr12	106357748	106510198	+	ENSG00000013503
chr12	106583004	106762803	+	ENSG00000111783
chr12	106774682	106889316	+	ENSG00000111785
chr12	106955907	106974035	+	ENSG00000151135
chr12	106977277	106987146	-	ENSG00000120832
chr12	106991364	107093549	-	ENSG00000008405
chr12	107318434	107659642	+	ENSG00000151136
chr12	107685799	107713162	+	ENSG00000136045
chr12	107732871	107761137	-	ENSG00000110851
chr12	107774704	107776644	+	ENSG00000187855
chr12	108129288	108250537	+	ENSG00000075035
chr12	108288046	108339311	-	ENSG00000174600
chr12	108515277	108521210	+	ENSG00000198855
chr12	108522214	108561173	-	ENSG00000075856
chr12	108562596	108569368	+	ENSG00000136003
chr12	108589851	108598084	-	ENSG00000183160
chr12	108621895	108633894	-	ENSG00000110876
chr12	108645109	108731518	-	ENSG00000110880
chr12	108778191	108857583	-	ENSG00000084112
chr12	108880092	108901043	+	ENSG00000110887
chr12	108907741	109021068	-	ENSG00000166111
chr12	109052576	109088023	+	ENSG00000135093
chr12	109088189	109093472	-	ENSG00000189046
chr12	109097597	109110992	+	ENSG00000076248
chr12	109116587	109268226	+	ENSG00000076555
chr12	109277978	109309284	-	ENSG00000139445
chr12	109347900	109448379	+	ENSG00000174527
chr12	109448655	109477300	-	ENSG00000110906
chr12	109477634	109536702	+	ENSG00000151148
chr12	109553715	109573504	-	ENSG00000139428
chr12	109573794	109598125	+	ENSG00000110921
chr12	109713825	109770495	+	ENSG00000139438
chr12	109783089	109833398	-	ENSG00000111199
chr12	109850945	109880541	-	ENSG00000139433
chr12	109900274	109918069	+	ENSG00000139437
chr12	109929804	109996368	-	ENSG00000139436
chr12	109999430	110039763	+	ENSG00000076513
chr12	110041177	110048522	-	ENSG00000174456
chr12	110124357	110218793	+	ENSG00000122970
chr12	110281247	110351093	+	ENSG00000174437
chr12	110372900	110403708	-	ENSG00000196510
chr12	110434823	110450337	-	ENSG00000111229
chr12	110452486	110468257	-	ENSG00000111231
chr12	110468845	110490385	+	ENSG00000204856
chr12	110491083	110502111	-	ENSG00000111237
chr12	110502331	110533556	+	ENSG00000151164
chr12	110533245	110583318	-	ENSG00000196850
chr12	110614129	110649430	+	ENSG00000204852
chr12	110648686	110689115	-	ENSG00000122986
chr12	110719680	110742891	-	ENSG00000186298
chr12	110846987	110907535	+	ENSG00000173093
chr12	110910845	110920579	-	ENSG00000111245
chr12	111034165	111350554	+	ENSG00000111249
chr12	111360679	111369095	-	ENSG00000198324
chr12	111405923	111451623	+	ENSG00000111252
chr12	111452214	111599315	-	ENSG00000204842
chr12	111642146	111685956	-	ENSG00000089234
chr12	111686053	111757099	+	ENSG00000111271
chr12	111753890	111791418	+	ENSG00000257767
chr12	111766933	111817532	+	ENSG00000111275
chr12	111842228	111902222	+	ENSG00000089022
chr12	111842237	111842368	+	ENSG00000292259
chr12	111931298	112013165	-	ENSG00000198270
chr12	112013426	112023449	+	ENSG00000089248
chr12	112026689	112108783	-	ENSG00000111300
chr12	112125560	112153604	+	ENSG00000135148
chr12	112160195	112382431	-	ENSG00000173064
chr12	112405189	112409605	-	ENSG00000089009
chr12	112418947	112509918	+	ENSG00000179295
chr12	112791748	112898881	+	ENSG00000089169
chr12	112906962	112919903	+	ENSG00000089127
chr12	112938474	112973251	+	ENSG00000111331
chr12	112978519	113011723	+	ENSG00000111335
chr12	113056730	113098025	+	ENSG00000135144
chr12	113099278	113135761	-	ENSG00000111344
chr12	113149724	113159276	+	ENSG00000186710
chr12	113157173	113185478	-	ENSG00000123064
chr12	113185721	113192368	+	ENSG00000139405
chr12	113195446	113221094	-	ENSG00000166578
chr12	113221464	113298585	+	ENSG00000186815
chr12	113298771	113335109	-	ENSG00000089060
chr12	113358587	113391629	+	ENSG00000151176
chr12	113392445	113403887	-	ENSG00000135094
chr12	113422380	113438276	+	ENSG00000139410
chr12	113462033	113471871	-	ENSG00000089116
chr12	113822057	113966325	-	ENSG00000122965
chr12	114353911	114406144	-	ENSG00000089225
chr12	114670255	114684175	-	ENSG00000135111
chr12	115958576	116277693	-	ENSG00000123066
chr12	116559381	116576606	+	ENSG00000258102
chr12	116710171	116738069	-	ENSG00000111412
chr12	116738315	116853631	+	ENSG00000135119
chr12	116856144	116881441	-	ENSG00000135116
chr12	116910950	117031148	+	ENSG00000174989
chr12	117038923	117099416	-	ENSG00000088992
chr12	117141991	117190470	-	ENSG00000135108
chr12	117208142	117361626	-	ENSG00000089250
chr12	117453012	117968990	-	ENSG00000171435
chr12	118016703	118032234	+	ENSG00000111445
chr12	118032687	118061179	-	ENSG00000176871
chr12	118063593	118104011	-	ENSG00000176834
chr12	118136124	118145584	+	ENSG00000089220
chr12	118149801	118372907	-	ENSG00000135090
chr12	118376555	118418033	+	ENSG00000111707
chr12	118981541	119163051	+	ENSG00000139767
chr12	119178931	119194746	+	ENSG00000152137
chr12	119334729	119541040	+	ENSG00000183273
chr12	119593774	119643075	+	ENSG00000224982
chr12	119668133	119681619	+	ENSG00000111725
chr12	119685791	119877320	-	ENSG00000122966
chr12	119989236	120094494	+	ENSG00000135127
chr12	120095099	120116753	-	ENSG00000111737
chr12	120127202	120194715	-	ENSG00000089154
chr12	120196699	120201111	-	ENSG00000089157
chr12	120210447	120265730	-	ENSG00000089159
chr12	120302321	120313249	+	ENSG00000089163
chr12	120322115	120327779	-	ENSG00000170890
chr12	120341330	120369164	-	ENSG00000135097
chr12	120438113	120440730	+	ENSG00000111775
chr12	120438198	120460006	+	ENSG00000111780
chr12	120443964	120446384	-	ENSG00000170855
chr12	120446444	120463749	+	ENSG00000257218
chr12	120461672	120469748	-	ENSG00000111786
chr12	120496113	120498493	+	ENSG00000088986
chr12	120503279	120529158	-	ENSG00000110871
chr12	120534356	120577588	+	ENSG00000022840
chr12	120534697	120534957	+	ENSG00000288623
chr12	120578764	120581402	-	ENSG00000167272
chr12	120640626	120667324	+	ENSG00000157782
chr12	120687149	120701859	+	ENSG00000110917
chr12	120710458	120723640	+	ENSG00000175970
chr12	120725826	120740008	+	ENSG00000122971
chr12	120762510	120904358	-	ENSG00000157837
chr12	120978543	121002512	+	ENSG00000135100
chr12	121000486	121016487	-	ENSG00000157895
chr12	121019111	121039246	-	ENSG00000135114
chr12	121132876	121188032	+	ENSG00000089041
chr12	121210129	121234106	+	ENSG00000135124
chr12	121237692	121296709	-	ENSG00000110931
chr12	121308245	121352411	-	ENSG00000089053
chr12	121400118	121424348	+	ENSG00000170633
chr12	121429096	121581023	-	ENSG00000089094
chr12	121626550	121642040	+	ENSG00000276045
chr12	121648742	121669654	-	ENSG00000139714
chr12	121712752	121782068	+	ENSG00000188735
chr12	121777754	121793688	-	ENSG00000139725
chr12	121804009	121832656	+	ENSG00000139718
chr12	121839527	121858859	-	ENSG00000158104
chr12	121888790	121918297	+	ENSG00000110801
chr12	121888809	121921470	+	ENSG00000256950
chr12	121918592	122003919	+	ENSG00000158023
chr12	122021884	122062044	+	ENSG00000110987
chr12	122078756	122147344	+	ENSG00000175727
chr12	122183123	122203471	+	ENSG00000158113
chr12	122172029	122174221	-	ENSG00000204671
chr12	122203709	122208952	+	ENSG00000176383
chr12	122207662	122227534	-	ENSG00000284934
chr12	122207668	122226052	-	ENSG00000184047
chr12	122207779	122266423	-	ENSG00000256861
chr12	122229564	122266494	-	ENSG00000139719
chr12	122271469	122422669	-	ENSG00000130779
chr12	122471600	122500932	-	ENSG00000033030
chr12	122503454	122526936	-	ENSG00000111011
chr12	122527249	122626396	+	ENSG00000184445
chr12	122701293	122703357	-	ENSG00000182782
chr12	122714756	122716811	-	ENSG00000255398
chr12	122726076	122730844	-	ENSG00000196917
chr12	122752824	122771064	+	ENSG00000139726
chr12	122774572	122827528	+	ENSG00000130783
chr12	122835457	122862961	+	ENSG00000130787
chr12	122865330	122896124	-	ENSG00000139722
chr12	122928992	122966463	-	ENSG00000150967
chr12	122975244	122980042	+	ENSG00000111325
chr12	122980681	122982909	+	ENSG00000182196
chr12	122983480	123151090	-	ENSG00000090975
chr12	123154215	123233141	-	ENSG00000051825
chr12	123233436	123257960	+	ENSG00000130921
chr12	123260976	123271856	-	ENSG00000111328
chr12	123289109	123364847	-	ENSG00000139697
chr12	123384132	123409353	+	ENSG00000183955
chr12	123415039	123436684	-	ENSG00000150977
chr12	123458139	123466936	+	ENSG00000184209
chr12	123470054	123533719	-	ENSG00000188026
chr12	123584552	123598582	+	ENSG00000086598
chr12	123602099	123620943	+	ENSG00000111364
chr12	123620406	123633686	-	ENSG00000111361
chr12	123633829	123662604	+	ENSG00000111358
chr12	123671113	123708399	+	ENSG00000168778
chr12	123712353	123761755	+	ENSG00000185344
chr12	123762301	123935714	+	ENSG00000197653
chr12	123935626	123972831	-	ENSG00000119242
chr12	123973215	124015427	+	ENSG00000179195
chr12	124295093	124316024	+	ENSG00000178882
chr12	124324415	124567612	-	ENSG00000196498
chr12	124776856	124863864	-	ENSG00000073060
chr12	124911646	124914650	-	ENSG00000150991
chr12	124946826	124989131	-	ENSG00000150990
chr12	124993645	125031231	+	ENSG00000184992
chr12	125065435	125143316	+	ENSG00000081760
chr12	125186386	125662369	+	ENSG00000139364
chr12	128267170	128707911	+	ENSG00000181234
chr12	128793194	128823958	-	ENSG00000139370
chr12	128853478	128984968	+	ENSG00000151948
chr12	129071726	129904025	-	ENSG00000151952
chr12	130162464	130165740	+	ENSG00000111432
chr12	130337887	130372637	+	ENSG00000125207
chr12	130396133	130716299	-	ENSG00000060709
chr12	130789600	130839250	-	ENSG00000111450
chr12	130872066	130877678	+	ENSG00000132341
chr12	130953907	131141469	+	ENSG00000111452
chr12	131711090	131799738	+	ENSG00000061936
chr12	131828393	131851771	+	ENSG00000198598
chr12	131894622	131923150	+	ENSG00000177169
chr12	131929276	131945896	+	ENSG00000177192
chr12	131949942	132080460	+	ENSG00000183495
chr12	132136594	132144319	-	ENSG00000185163
chr12	132144457	132152468	+	ENSG00000184967
chr12	132196372	132329589	-	ENSG00000182870
chr12	132490151	132585188	+	ENSG00000112787
chr12	132603151	132610582	-	ENSG00000204583
chr12	132618776	132622388	+	ENSG00000187848
chr12	132623762	132687342	-	ENSG00000177084
chr12	132687587	132704985	+	ENSG00000176894
chr12	132710842	132722734	+	ENSG00000247077
chr12	132725503	132761832	-	ENSG00000176915
chr12	132768914	132828869	-	ENSG00000090615
chr12	132832356	132887605	-	ENSG00000072609
chr12	132918306	132956306	-	ENSG00000196458
chr12	132986367	133027102	+	ENSG00000198393
chr12	133037509	133063299	+	ENSG00000198040
chr12	133080923	133107428	+	ENSG00000196387
chr12	133104779	133130274	-	ENSG00000214029
chr12	133130627	133159465	+	ENSG00000256223
chr12	133130984	133202369	+	ENSG00000256825
chr12	133181495	133214832	+	ENSG00000090612
chr12	133218312	133235877	-	ENSG00000227059
chr13	19173772	19181824	-	ENSG00000198033
chr13	19422877	19561532	-	ENSG00000132958
chr13	19633659	19673441	+	ENSG00000196199
chr13	19702500	19782945	-	ENSG00000121390
chr13	19823482	19863649	-	ENSG00000132950
chr13	19958727	20089115	+	ENSG00000121741
chr13	20138255	20161052	-	ENSG00000121743
chr13	20187470	20192938	-	ENSG00000165474
chr13	20221962	20232319	-	ENSG00000121742
chr13	20403669	20525857	-	ENSG00000165475
chr13	20567157	20691444	+	ENSG00000032742
chr13	20703699	20723098	+	ENSG00000172458
chr13	20728731	20773961	-	ENSG00000150456
chr13	20777329	20902746	-	ENSG00000132953
chr13	20973036	21061586	-	ENSG00000150457
chr13	21140119	21149097	+	ENSG00000150459
chr13	21153595	21176552	-	ENSG00000165480
chr13	21176658	21179084	+	ENSG00000173141
chr13	21372571	21459303	-	ENSG00000180776
chr13	21492691	21604170	-	ENSG00000165487
chr13	21671073	21704498	+	ENSG00000102678
chr13	23180979	23325162	+	ENSG00000102683
chr13	23328830	23433702	-	ENSG00000151835
chr13	23570412	23676093	+	ENSG00000127863
chr13	23730189	23889400	-	ENSG00000027001
chr13	23891099	23897006	-	ENSG00000205863
chr13	23979700	24321031	+	ENSG00000273167
chr13	24160720	24307069	+	ENSG00000182957
chr13	24309580	24322531	+	ENSG00000240654
chr13	24420931	24512778	-	ENSG00000102699
chr13	24680408	24712472	+	ENSG00000075673
chr13	24764169	24879921	+	ENSG00000132972
chr13	24882279	24922861	-	ENSG00000151849
chr13	25096136	25099254	+	ENSG00000151846
chr13	25161679	25172288	-	ENSG00000165566
chr13	25246222	25287488	-	ENSG00000139505
chr13	25301625	25342421	+	ENSG00000139496
chr13	25371974	26025851	+	ENSG00000132932
chr13	26044597	26052016	-	ENSG00000180730
chr13	26212775	26222314	-	ENSG00000127870
chr13	26254129	26405238	+	ENSG00000132964
chr13	26557683	26688948	+	ENSG00000132970
chr13	26755200	26760786	-	ENSG00000132975
chr13	27066156	27171811	-	ENSG00000152484
chr13	27251558	27256568	+	ENSG00000122026
chr13	27270830	27275192	+	ENSG00000122035
chr13	27424619	27435823	+	ENSG00000122034
chr13	27435643	27450564	-	ENSG00000122033
chr13	27545913	27620529	-	ENSG00000139517
chr13	27621892	27623449	+	ENSG00000186184
chr13	27792483	27794768	+	ENSG00000169840
chr13	27920000	27926313	+	ENSG00000139515
chr13	27960918	27969315	-	ENSG00000165556
chr13	27977717	27988693	-	ENSG00000183463
chr13	28003274	28100576	-	ENSG00000122025
chr13	28138545	28295335	+	ENSG00000152520
chr13	28300346	28495128	-	ENSG00000102755
chr13	28659130	28678959	+	ENSG00000132963
chr13	28700080	28718970	-	ENSG00000139508
chr13	28820339	29505947	+	ENSG00000132938
chr13	29509414	29595688	-	ENSG00000139514
chr13	29764371	29850617	-	ENSG00000122042
chr13	30202630	30307551	-	ENSG00000102781
chr13	30422493	30429758	+	ENSG00000236444
chr13	30456704	30465936	-	ENSG00000189403
chr13	30617920	30660766	+	ENSG00000132952
chr13	30735543	30764426	+	ENSG00000132965
chr13	30906271	30925572	+	ENSG00000102802
chr13	30932656	30975500	+	ENSG00000175664
chr13	31134973	31161904	-	ENSG00000120694
chr13	31199975	31332276	+	ENSG00000187676
chr13	31739526	31803389	+	ENSG00000133105
chr13	32031774	32299125	+	ENSG00000073910
chr13	32303699	32315363	-	ENSG00000189167
chr13	32315508	32400268	+	ENSG00000139618
chr13	32400723	32428130	-	ENSG00000139597
chr13	32510292	32538795	-	ENSG00000244754
chr13	32586452	32778019	+	ENSG00000083642
chr13	33016423	33066143	+	ENSG00000133116
chr13	33103137	33285755	-	ENSG00000133121
chr13	33818149	33837500	+	ENSG00000133119
chr13	34942270	35672736	+	ENSG00000172915
chr13	35473789	35476689	-	ENSG00000180660
chr13	35768652	36131382	-	ENSG00000133083
chr13	36168217	36214556	-	ENSG00000120669
chr13	36168794	36297842	-	ENSG00000250709
chr13	36230775	36297814	-	ENSG00000242715
chr13	36301638	36346394	-	ENSG00000133104
chr13	36432495	36442870	+	ENSG00000133101
chr13	36674020	36697839	+	ENSG00000180440
chr13	36819222	36829104	+	ENSG00000133111
chr13	36844831	36920238	-	ENSG00000120693
chr13	36949738	36999340	-	ENSG00000120697
chr13	37000786	37009614	+	ENSG00000120699
chr13	37009312	37059688	-	ENSG00000102710
chr13	37103259	37105664	-	ENSG00000180138
chr13	37562585	37598768	-	ENSG00000133110
chr13	37632063	37869772	-	ENSG00000133107
chr13	38349851	38363619	+	ENSG00000120686
chr13	38687077	38887131	+	ENSG00000150893
chr13	38965925	38990831	-	ENSG00000133115
chr13	39009865	39038089	-	ENSG00000120685
chr13	39038456	39050109	+	ENSG00000188811
chr13	39342892	39603193	-	ENSG00000183722
chr13	39655662	39752628	+	ENSG00000133103
chr13	40555667	40666641	-	ENSG00000150907
chr13	40729128	40771190	-	ENSG00000102738
chr13	40789611	40812460	+	ENSG00000102743
chr13	40931924	41019316	-	ENSG00000120690
chr13	41061509	41084006	+	ENSG00000120688
chr13	41127569	41132802	-	ENSG00000165572
chr13	41189834	41194569	-	ENSG00000120696
chr13	41216369	41263576	-	ENSG00000120662
chr13	41311267	41377030	+	ENSG00000172766
chr13	41457550	41470871	+	ENSG00000102760
chr13	41566835	41961109	-	ENSG00000102763
chr13	42048648	42242896	+	ENSG00000102780
chr13	42272152	42323261	+	ENSG00000023516
chr13	42574152	42608013	+	ENSG00000120659
chr13	42781584	42791549	+	ENSG00000179813
chr13	42886388	42992241	-	ENSG00000133106
chr13	43023586	43114213	+	ENSG00000120675
chr13	43213130	43786972	-	ENSG00000120658
chr13	43836352	43879740	-	ENSG00000151773
chr13	43879904	43893932	+	ENSG00000179630
chr13	43883800	44028526	+	ENSG00000281883
chr13	44143150	44161257	-	ENSG00000139656
chr13	44373824	44397714	+	ENSG00000151778
chr13	44432143	44576330	-	ENSG00000102804
chr13	44939249	44989471	-	ENSG00000083635
chr13	44989538	45030305	+	ENSG00000133114
chr13	45120510	45284893	+	ENSG00000188342
chr13	45192853	45201045	-	ENSG00000180332
chr13	45333471	45341183	-	ENSG00000133112
chr13	45393316	45418373	-	ENSG00000174032
chr13	45464939	45536701	+	ENSG00000136152
chr13	45541294	45615739	-	ENSG00000165837
chr13	45702320	45714559	+	ENSG00000174015
chr13	45777242	45851753	-	ENSG00000215475
chr13	45954465	46052746	-	ENSG00000123200
chr13	46053186	46105033	-	ENSG00000080618
chr13	46125923	46182177	-	ENSG00000136167
chr13	46211928	46277115	+	ENSG00000173988
chr13	46334681	46387252	-	ENSG00000102445
chr13	46553170	46744898	+	ENSG00000136141
chr13	46771256	46797161	-	ENSG00000139684
chr13	46831546	46897053	-	ENSG00000102468
chr13	47942656	48001273	-	ENSG00000136143
chr13	48037726	48047221	+	ENSG00000136159
chr13	48075724	48095104	-	ENSG00000136146
chr13	48233206	48270357	+	ENSG00000136156
chr13	48303751	48481890	+	ENSG00000139687
chr13	48411138	48413113	-	ENSG00000139679
chr13	48488963	48533080	-	ENSG00000136161
chr13	48653929	48711226	+	ENSG00000152207
chr13	48975912	49209779	+	ENSG00000102531
chr13	49220338	49222377	+	ENSG00000102539
chr13	49247925	49293485	+	ENSG00000102543
chr13	49308650	49444064	-	ENSG00000102547
chr13	49444274	49495003	+	ENSG00000136169
chr13	49495953	49528976	+	ENSG00000136147
chr13	49531946	49585558	-	ENSG00000136144
chr13	49628507	49633872	+	ENSG00000152213
chr13	49660674	49691486	-	ENSG00000123179
chr13	49699320	49792682	-	ENSG00000102753
chr13	49912702	49936340	-	ENSG00000123178
chr13	49997042	50018467	+	ENSG00000204977
chr13	50015444	50020922	+	ENSG00000198553
chr13	50822905	50843692	-	ENSG00000186047
chr13	50909791	50956762	+	ENSG00000136104
chr13	51082119	51111274	-	ENSG00000226792
chr13	51222398	51284239	+	ENSG00000150510
chr13	51339691	51364735	+	ENSG00000253309
chr13	51361577	51453036	-	ENSG00000102786
chr13	51584462	51767709	+	ENSG00000139668
chr13	51763951	51845159	-	ENSG00000285444
chr13	51767993	51804163	-	ENSG00000102796
chr13	51813347	51845177	-	ENSG00000281106
chr13	51861969	51866232	+	ENSG00000123171
chr13	51932669	52011450	-	ENSG00000123191
chr13	52012398	52033600	+	ENSG00000253710
chr13	52024691	52033600	+	ENSG00000253797
chr13	52033611	52129073	-	ENSG00000197168
chr13	52132647	52159597	-	ENSG00000136098
chr13	52377167	52406172	-	ENSG00000136114
chr13	52412606	52450634	-	ENSG00000136100
chr13	52455478	52476627	+	ENSG00000136108
chr13	52642431	52643773	+	ENSG00000139675
chr13	52652836	52700909	+	ENSG00000165416
chr13	52703264	52739820	-	ENSG00000136110
chr13	52842889	52848640	-	ENSG00000136099
chr13	53028813	53052057	+	ENSG00000102837
chr13	57140918	57143939	+	ENSG00000204919
chr13	57154061	57157082	+	ENSG00000229665
chr13	57147488	57150509	+	ENSG00000204918
chr13	57160632	57163653	+	ENSG00000227151
chr13	57167197	57170218	+	ENSG00000234278
chr13	57631744	57729311	+	ENSG00000118946
chr13	59665583	60163928	-	ENSG00000139734
chr13	60397220	60573871	+	ENSG00000083544
chr13	61409685	61415849	-	ENSG00000280165
chr13	61409858	61427849	-	ENSG00000197991
chr13	63746741	63748176	+	ENSG00000237378
chr13	63832361	63833053	-	ENSG00000285566
chr13	66302834	67230336	-	ENSG00000184226
chr13	69700597	70108452	-	ENSG00000150361
chr13	71437966	71867204	-	ENSG00000276644
chr13	72708367	72727629	-	ENSG00000204899
chr13	72727923	72756196	+	ENSG00000136122
chr13	72752169	72781900	-	ENSG00000083520
chr13	72782133	73016461	+	ENSG00000083535
chr13	73059005	73077538	+	ENSG00000102554
chr13	73686089	74134404	-	ENSG00000118922
chr13	75283503	75482169	-	ENSG00000136111
chr13	75525214	75537841	-	ENSG00000188243
chr13	75549791	75606020	+	ENSG00000118939
chr13	75636330	75859866	+	ENSG00000136153
chr13	76880175	76886405	-	ENSG00000178695
chr13	76948511	76958638	+	ENSG00000102794
chr13	76992081	77005117	+	ENSG00000102805
chr13	76992078	77078025	+	ENSG00000283208
chr13	77005260	77027159	-	ENSG00000005812
chr13	77044657	77327094	-	ENSG00000005810
chr13	77326905	77326988	-	ENSG00000288716
chr13	77535706	77645263	+	ENSG00000136155
chr13	77697687	77764229	+	ENSG00000139737
chr13	77895487	77918831	-	ENSG00000136160
chr13	78598362	78603552	-	ENSG00000152192
chr13	78614289	78659155	-	ENSG00000152193
chr13	79318868	79406255	-	ENSG00000139746
chr13	79481155	79556077	+	ENSG00000102471
chr13	80335976	80341126	-	ENSG00000136158
chr13	83877205	83882474	-	ENSG00000178235
chr13	85792790	85799419	-	ENSG00000184564
chr13	87671371	87679616	+	ENSG00000165300
chr13	91398621	92867237	+	ENSG00000179399
chr13	93226807	94408020	+	ENSG00000183098
chr13	94436811	94479682	-	ENSG00000080166
chr13	94574054	94596152	-	ENSG00000088451
chr13	94601857	94634661	+	ENSG00000152749
chr13	94709622	94712545	-	ENSG00000125285
chr13	95019835	95301451	-	ENSG00000125257
chr13	95552720	95579759	+	ENSG00000134873
chr13	95578202	95644706	-	ENSG00000134874
chr13	95677139	95794988	+	ENSG00000102580
chr13	95801580	96053401	-	ENSG00000102595
chr13	96090107	96839562	+	ENSG00000185352
chr13	96985713	96994476	-	ENSG00000165621
chr13	97222333	97394120	+	ENSG00000139793
chr13	97434169	97469128	+	ENSG00000125249
chr13	97953675	98024296	+	ENSG00000065150
chr13	98143094	98455176	+	ENSG00000152767
chr13	98175785	98177269	-	ENSG00000139797
chr13	98445185	98577107	-	ENSG00000102572
chr13	98683801	98752672	-	ENSG00000088386
chr13	98793429	98978064	-	ENSG00000088387
chr13	99200854	99386504	+	ENSG00000134882
chr13	99254739	99258379	-	ENSG00000125245
chr13	99294539	99307399	-	ENSG00000169508
chr13	99501472	99564048	+	ENSG00000125304
chr13	99606690	99892570	+	ENSG00000125246
chr13	99962964	99971767	-	ENSG00000139800
chr13	99981784	99986765	+	ENSG00000043355
chr13	100089093	100530435	+	ENSG00000175198
chr13	100530180	100588789	-	ENSG00000134864
chr13	100603625	100674795	-	ENSG00000125247
chr13	101053776	101416508	-	ENSG00000102452
chr13	101452675	101716446	+	ENSG00000198542
chr13	101710804	101916945	-	ENSG00000102466
chr13	102596986	102679958	+	ENSG00000134900
chr13	102685747	102695044	-	ENSG00000139780
chr13	102729367	102759072	-	ENSG00000175820
chr13	102765888	102773786	-	ENSG00000151287
chr13	102784281	102798976	-	ENSG00000134901
chr13	102799110	102875994	+	ENSG00000270181
chr13	102799119	102841533	+	ENSG00000134897
chr13	102846032	102875995	+	ENSG00000134899
chr13	102880040	102896033	+	ENSG00000250878
chr13	103043998	103066417	-	ENSG00000125255
chr13	105466045	105491034	+	ENSG00000182346
chr13	106489745	106535662	-	ENSG00000125266
chr13	106541673	106568137	-	ENSG00000134884
chr13	107163510	107867496	-	ENSG00000204442
chr13	108207442	108215536	-	ENSG00000174405
chr13	108218392	108234243	+	ENSG00000139826
chr13	108269718	108308478	+	ENSG00000102524
chr13	108629611	109208005	+	ENSG00000041515
chr13	109752695	109786583	-	ENSG00000185950
chr13	110148963	110307157	-	ENSG00000187498
chr13	110307284	110513209	+	ENSG00000134871
chr13	110523066	110561722	-	ENSG00000139832
chr13	110615545	110639996	+	ENSG00000213995
chr13	110641417	110706116	-	ENSG00000134905
chr13	110713700	110723339	+	ENSG00000153487
chr13	110878540	110915069	-	ENSG00000088448
